Title,Genres,Release Date,Release Year,Release Month,Release Country,Movie Rating,Review Rating,Movie Run Time,Language
Amerikan Violence (2014), Crime| Drama| Horror| Thriller,1-Sep-14,2014,Sep,USA,,7.9,,English
Vampire Camp (2012), Comedy| Horror,16-Jul-12,2012,Jul,USA,,6.7,,English
The G-string Horror (2012), Horror| Mystery| Thriller,5-Dec-12,2012,Dec,USA,NOT RATED,3.5,74 min,English
Hypnagogic (2015), Drama| Horror| Thriller,2015,2015,Jan,USA,,4.0,51 min,English
Aftermath (2012), Action| Horror,31-Oct-12,2012,Oct,USA,,5.3,105 min,English
Sleep Eaters (2017), Horror,1-Apr-17,2017,Apr,USA,,,,English
Nenek gayung (2012), Comedy| Horror,19-Apr-12,2012,Apr,Indonesia,,3.8,79 min,Indonesian
Reclusion (2012), Horror| Thriller,2012,2012,Jan,USA,,5.2,84 min,English
American Maniacs (2012), Drama| Horror| Thriller,1-Jan-12,2012,Jan,USA,,3.3,,English
Zombie with a Shotgun (2017), Action| Horror| Romance,2017,2017,Jan,USA,,,,English
Empire State of the Dead (2016), Horror,28-May-16,2016,May,USA,,5.7,,English
Viral (2013), Comedy| Horror| Thriller,29-Nov-13,2013,Nov,Spain,,4.5,95 min,Spanish
The Last Halloween (2014), Horror,24-Oct-14,2014,Oct,USA,,7.2,,English
The Killer Unicorn (2017), Horror,2017,2017,Jan,USA,,,,English
Rudyard Kipling's Mark of the Beast (2012), Horror,23-Oct-12,2012,Oct,USA,,5.2,,English
The Final Exit (2017), Horror,22-Sep-17,2017,Sep,India,,,,Hindi
Die Laughing (2017), Biography| Comedy| Horror,11-Sep-17,2017,Sep,USA,,6.5,69 min,English
7 Faces of Jack the Ripper (2014), Horror,1-Aug-14,2014,Aug,USA,,3.4,,English
Voidfinder (2017), Horror| Thriller,2017,2017,Jan,USA,,7.8,106 min,English
Dracula's Angel (2014), Animation| Horror| Romance| Thriller,10-Oct-14,2014,Oct,USA,NOT RATED,4.0,87 min,English
The House That Never Dies (2014), Drama| Horror| Mystery| Romance| Thriller,18-Jul-14,2014,Jul,China,,4.6,90 min,Mandarin
Frostbite (2013), Horror,15-Jun-13,2013,Jun,USA,,4.2,90 min,English
I Miss U (2012), Horror| Romance,31-May-12,2012,May,Thailand,,5.7,118 min,Thai
Deadly Punkettes (2014), Drama| Horror| Thriller,9-Aug-14,2014,Aug,USA,NOT RATED,4.2,80 min,
Zlo (2012), Horror,12-Apr-12,2012,Apr,Slovakia,,4.8,,Slovak
Things Fall Apart (2017), Drama| Horror| Thriller,21-Jul-17,2017,Jul,Germany,,,80 min,English
The Locksmith (2017), Horror,12-May-17,2017,May,USA,,,90 min,English
Helak: Kayip Köy (2015), Horror| Thriller,22-May-15,2015,May,Turkey,,4.1,,Turkish
Mad Mutilator (1983), Horror,4-Dec-12,2012,Dec,France,,4.4,90 min,French
Moonshine Meat Market Mayhem (2016), Action| Adult| Comedy| Horror| Sci-Fi| Western,1-May-17,2017,May,USA,,5.2,,English
Abolition (2011), Horror,23-Oct-12,2012,Oct,USA,NOT RATED,4.7,82 min,English
Hyde's Secret Nightmare (2011), Horror,13-Jan-12,2012,Jan,Italy,UNRATED,5.8,122 min,Italian
Blood Slaughter Massacre (2013), Horror| Thriller,19-May-13,2013,May,USA,NOT RATED,4.7,125 min,English
Carver (2015), Horror| Mystery| Thriller,2015,2015,Jan,USA,,5.0,75 min,English
Cheerleader Camp: To the Death (2014), Horror,13-Oct-14,2014,Oct,USA,NOT RATED,3.5,70 min,English
The Eve (2015), Horror| Thriller,24-Apr-15,2015,Apr,USA,NOT RATED,4.0,90 min,English
Spook (2017), Horror,13-Aug-17,2017,Aug,USA,,,,English
Crazed (2014), Action| Adventure| Horror| Thriller,27-Mar-15,2015,Mar,USA,,5.0,98 min,English
Camp Death III: The Final Summer (2017), Comedy| Horror,2017,2017,Jan,Canada,,,93 min,English
"Daddy, I'm a Zombie (2011)", Animation| Comedy| Fantasy| Horror,10-Jan-12,2012,Jan,Spain,PG,4.5,80 min,Spanish
Singular Cay (2012), Horror,14-Dec-12,2012,Dec,Hong Kong,,3.5,88 min,Cantonese
Take Back the Knife (2015), Action| Comedy| Horror,31-Jan-15,2015,Jan,USA,,,80 min,English
The Watermen (2012), Horror| Thriller,20-Jun-12,2012,Jun,Brazil,R,3.0,94 min,English
Veil (2017), Crime| Drama| Horror| Thriller,14-Feb-17,2017,Feb,USA,,6.4,74 min,English
The Incredible Truth (2013), Horror,28-Apr-13,2013,Apr,China,NOT RATED,3.7,91 min,Mandarin|Japanese
The Thing on the Doorstep (2014), Horror| Mystery| Thriller,2014,2014,Jan,USA,,3.8,89 min,English
Darr @ the Mall (2014), Horror| Thriller,21-Feb-14,2014,Feb,India,NOT RATED,5.0,124 min,Hindi
The Complex (2013), Horror,18-May-13,2013,May,Japan,NOT RATED,5.2,106 min,Japanese
Queen of Blood (2014), Horror,4-Apr-14,2014,Apr,USA,NOT RATED,5.2,78 min,English
Zombie Fever (2013), Comedy| Horror,15-Aug-13,2013,Aug,Russia,,2.1,,English|Russian
Midnight Hair (2014), Horror| Mystery,2014,2014,Jan,China,,5.3,95 min,Chinese
Breath of Hate (2011), Drama| Horror| Romance,2015,2015,Jan,USA,,4.5,,English
Turtle Island (2013), Horror| Thriller,2013,2013,Jan,USA,,6.4,80 min,English
Zombie Mutation (2012), Horror,4-Nov-12,2012,Nov,UK,,6.6,80 min,English
Azap (2015), Horror| Thriller,11-Dec-15,2015,Dec,Turkey,,5.6,,Turkish
Doll Murder Spree (2017), Horror,24-Oct-17,2017,Oct,USA,,,80 min,English
Paranormal Sex Tape (2016), Horror,24-May-16,2016,May,USA,,2.5,71 min,English
Poltergeist Encounters (2016), Horror,8-Oct-16,2016,Oct,Canada,,3.3,80 min,English
Show Yourself (2016), Drama| Horror,2-Apr-16,2016,Apr,USA,,8.6,79 min,English
Chad's Dental Nightmare (2017), Horror,31-Oct-17,2017,Oct,USA,,,60 min,English
The Lurking (2015), Horror,10-Dec-15,2015,Dec,USA,NOT RATED,6.0,61 min,English
The Last Revenants (2017), Horror,10-Aug-17,2017,Aug,USA,,5.6,96 min,English
Sleeper (2012), Action| Horror,26-Jun-12,2012,Jun,USA,TV-MA,3.9,86 min,English
Nightscape (2012), Fantasy| Horror| Thriller,26-Jun-15,2015,Jun,Germany,NOT RATED,3.0,89 min,English
Dark Prism (2015), Comedy| Fantasy| Horror| Sci-Fi,2015,2015,Jan,USA,,4.0,106 min,English
Billy Club (2013), Comedy| Horror,1-Oct-13,2013,Oct,USA,UNRATED,5.6,94 min,English
Kill That Bitch (2014), Horror,4-Feb-14,2014,Feb,USA,TV-MA,4.7,68 min,English
Across the River (2013), Horror| Mystery| Thriller,8-May-14,2014,May,Germany,,5.5,92 min,Italian|Slovenian
Deadly Waters (2015), Horror,1-Jun-15,2015,Jun,UK,,4.7,,English
*69 (2016), Horror| Mystery| Thriller,1-Jul-16,2016,Jul,USA,,3.9,,English
The Black Dahlia Haunting (2012), Crime| Drama| Horror| Mystery,1-Jul-13,2013,Jul,Canada,TV-14,5.0,80 min,English
The Power (2015), Horror,2015,2015,Jan,UK,,6.5,,English
Demimonde (2017), Horror| Mystery| Romance,2017,2017,Jan,USA,NOT RATED,,,English
Portrait of a Zombie (2012), Comedy| Drama| Horror,3-Mar-12,2012,Mar,USA,,3.6,89 min,English
The Night-Time Winds (2017), Drama| Horror| Thriller,22-Sep-17,2017,Sep,USA,,,45 min,English
Where Demons Dwell: The Girl in the Cornfield 2 (2017), Horror| Mystery| Thriller,13-Jan-17,2017,Jan,USA,,5.6,140 min,English
The Terrible Two (2017), Horror| Thriller,2017,2017,Jan,USA,,,84 min,English
Harold's Going Stiff (2011), Comedy| Horror,7-Aug-12,2012,Aug,UK,NOT RATED,5.7,77 min,English
Abandoned in the Dark (2014), Horror| Thriller,8-Nov-14,2014,Nov,USA,NOT RATED,5.8,83 min,English
A Dark Place Inside (2014), Horror,1-Feb-14,2014,Feb,USA,TV-MA,4.1,80 min,English
Blood Demon Rising (2017), Horror| Thriller,17-Feb-17,2017,Feb,USA,,4.9,93 min,English
A Haunting at the Rectory (2015), Horror,8-Jun-15,2015,Jun,UK,NOT RATED,3.5,88 min,English
Furry Nights (2016), Horror,30-Nov-16,2016,Nov,USA,,8.2,,English
Morgana (2012), Horror,3-Aug-12,2012,Aug,Mexico,NOT RATED,3.7,90 min,Spanish
Red Summer (2017), Horror,1-Mar-17,2017,Mar,USA,,6.4,105 min,Spanish
Beyond the Grave (2010), Action| Crime| Horror| Western,13-Feb-15,2015,Feb,USA,,4.2,89 min,Portuguese|Japanese|Guarani
Our Bloody Hallows Eve (2017), Crime| Horror| Thriller,31-Oct-17,2017,Oct,USA,,,,English
Unholy (2015), Drama| Horror| Thriller,25-Oct-15,2015,Oct,UK,,5.8,82 min,English
Attack of the Herbals (2011), Comedy| Horror,4-Sep-12,2012,Sep,USA,TV-MA,3.6,81 min,English
Los muertos (2017), Horror,1-Sep-17,2017,Sep,USA,,,90 min,English
Area 407: Part Two (2013), Horror| Thriller,27-Nov-13,2013,Nov,USA,,4.0,,English
Haunted Trailer (2014), Comedy| Horror,22-Jul-14,2014,Jul,USA,,4.4,90 min,English
Camp Blood First Slaughter (2014), Horror| Thriller,20-May-14,2014,May,USA,,3.1,72 min,English
The Rooms (2014), Horror,27-Mar-14,2014,Mar,Thailand,,5.7,,Thai
Entity (2013), Drama| Horror| Thriller,3-Sep-13,2013,Sep,USA,,3.6,107 min,English
Sledge (2014), Horror,2-Sep-14,2014,Sep,USA,NOT RATED,4.6,75 min,English
Marianne (2011), Drama| Fantasy| Horror| Thriller,3-Jul-13,2013,Jul,USA,NOT RATED,4.9,103 min,Swedish
Red Christmas (2014), Horror,9-Dec-14,2014,Dec,USA,,6.1,60 min,English
Psychotic (2012), Action| Horror| Thriller,3-Mar-15,2015,Mar,USA,TV-14,3.9,80 min,English
Death-Scort Service Part 2: The Naked Dead (2017), Horror,7-Apr-17,2017,Apr,USA,,5.2,,English
Fly on the Wall (2017), Action| Crime| Horror| Thriller,27-Jun-17,2017,Jun,USA,,,89 min,English
Night People (2015), Horror| Sci-Fi| Thriller,9-May-16,2016,May,USA,,4.3,108 min,English
Hi5teria (2012), Horror| Mystery,29-Mar-12,2012,Mar,Indonesia,,6.9,94 min,Indonesian
The Ungovernable Force (2015), Action| Adventure| Comedy| Horror| Sci-Fi| Thriller,1-Jan-15,2015,Jan,USA,,6.5,101 min,English
Lebuhraya Ke Neraka (2017), Drama| Horror,4-May-17,2017,May,Malaysia,,,83 min,Malay
Test Group (2015), Drama| Horror,1-Jan-15,2015,Jan,USA,,4.8,163 min,English
Headless (2014), Drama| Horror| Thriller,22-Aug-14,2014,Aug,USA,NOT RATED,5.9,71 min,English
She's Allergic to Cats (2016), Comedy| Horror| Romance,18-Jun-16,2016,Jun,USA,,6.4,82 min,English
Gehenna: Darkness Unleashed (2015), Horror,25-Oct-15,2015,Oct,USA,,,120 min,English
Hana-Dama: The Origins (2014), Horror,18-Jan-14,2014,Jan,Japan,,5.5,,Japanese
Socialistický Zombi Mord (2014), Horror,25-Apr-14,2014,Apr,Slovakia,,6.0,94 min,Slovak
A Touch Unseen (2014), Horror,1-May-14,2014,May,USA,NOT RATED,5.2,82 min,
Air terjun pengantin phuket (2013), Horror| Thriller,31-Jan-13,2013,Jan,Indonesia,,5.4,83 min,Indonesian
Like a Bat Outta Hell (2013), Drama| Horror| Thriller,27-May-15,2015,May,Philippines,NOT RATED,4.2,92 min,English
Aaaah (2014), Adventure| Horror| Thriller,28-Nov-14,2014,Nov,India,,5.7,138 min,Tamil
Mohini (2017), Horror,2017,2017,Jan,India,,,,Tamil
The Midnight Matinee (2017), Horror| Mystery| Thriller,19-May-17,2017,May,USA,,6.5,46 min,English
House of Whores (2015), Horror,1-Jul-15,2015,Jul,USA,,7.5,55 min,English
Realm of Souls (2013), Horror,27-Sep-13,2013,Sep,USA,,4.5,118 min,English
The Slayers (2015), Comedy| Horror,2016,2016,Jan,UK,,9.0,101 min,English
The Jokesters (2015), Comedy| Horror| Thriller,21-Jul-15,2015,Jul,USA,,5.2,70 min,English
"Silent Night, Bloody Night 2: Revival (2015)", Horror,15-Mar-15,2015,Mar,USA,NOT RATED,3.5,90 min,English
The Devils Door (2016), Horror,20-May-16,2016,May,USA,,8.2,,English
No 46 (2016), Horror,28-Feb-16,2016,Feb,Australia,,4.4,,English
Vampire Clay (2017), Horror,21-Sep-17,2017,Sep,USA,,5.9,80 min,Japanese
In April (2016), Action| Drama| Fantasy| Horror| Thriller,1-Apr-16,2016,Apr,USA,,8.5,119 min,English
Dead Stop (2011), Horror,17-Jan-16,2016,Jan,USA,,6.1,82 min,English
Ridge War Z (2013), Horror| Thriller| War,5-Nov-13,2013,Nov,USA,TV-MA,2.8,89 min,English
Raichi Hikari kurabu (2015), Comedy| Horror| Thriller,13-Feb-16,2016,Feb,Japan,,6.0,,Japanese
Untitled (2011), Comedy| Drama| Horror,23-Jan-15,2015,Jan,UK,,5.2,,English
Andrey Iskanov's Visions of Suffering: Uroboros (2016), Horror,2016,2016,Jan,Sweden,,7.9,,Russian
Mythily Veendum Varunnu (2017), Horror,21-Jul-17,2017,Jul,India,,3.2,94 min,Malayalam
The Possessed (2016), Horror,23-Jul-16,2016,Jul,China,,6.9,110 min,Chinese
When I Was Alive (2014), Drama| Horror| Musical| Thriller,31-Jan-14,2014,Jan,Brazil,,6.4,108 min,Portuguese
Scarewaves (2014), Horror,26-Sep-14,2014,Sep,USA,TV-MA,5.0,82 min,English
The Couple (2014), Horror,30-Oct-14,2014,Oct,Thailand,,5.8,,Thai
Skuggan över Innfyr (2017), Horror,1-May-17,2017,May,Sweden,,,90 min,Swedish
La cripta de las condenadas: Parte II (2012), Horror,7-Oct-12,2012,Oct,Spain,,5.8,,Spanish
Flesh of my Flesh (2015), Action| Horror,25-Apr-15,2015,Apr,USA,,5.6,90 min,English
The Grave Bandits (2012), Adventure| Comedy| Fantasy| Horror,6-Nov-13,2013,Nov,Philippines,,5.3,100 min,Filipino
Shallow Creek Cult (2013), Action| Horror| Thriller,18-Aug-13,2013,Aug,USA,NOT RATED,4.0,71 min,English
Dug Up (2013), Comedy| Horror,24-Oct-13,2013,Oct,USA,R,6.6,84 min,English
Dawn's Early Light (2013), Horror,4-May-13,2013,May,USA,,7.6,,English
The Purgation (2015), Drama| Horror| Thriller,2-Apr-15,2015,Apr,USA,TV-MA,3.0,86 min,English
Killer Holiday (2013), Horror| Thriller,5-Nov-13,2013,Nov,USA,R,3.1,103 min,English
Altered (2014), Horror| Thriller,2014,2014,Jan,USA,,6.6,100 min,English
Bangkok 13 Muang Kon Tai (2016), Horror,17-Mar-16,2016,Mar,Thailand,,3.8,,Thai
Exorcist: The Fallen (2014), Horror,31-Aug-14,2014,Aug,USA,,3.4,81 min,English
Ombis: Alien Invasion (2013), Action| Horror| Sci-Fi| Thriller,18-May-13,2013,May,USA,,3.6,85 min,English
Yendha Nerathilum (2017), Horror,21-Jul-17,2017,Jul,India,,,,Tamil
Rise of the Legend (2017), Horror,6-Jan-17,2017,Jan,USA,,,,English
The Demon Inside (2017), Horror| Thriller,16-May-17,2017,May,USA,,6.0,95 min,English
Horror House on Highway 6 (2014), Horror,4-Nov-14,2014,Nov,USA,NOT RATED,3.9,86 min,English
2 Die For (2017), Horror,31-Oct-17,2017,Oct,UK,,,,English
Fagyott május (2017), Horror| Sci-Fi| Thriller,5-May-17,2017,May,Hungary,,5.9,72 min,Hungarian|English
Iron Wolf (2013), Horror,13-Sep-13,2013,Sep,Germany,,2.6,93 min,English
Within These Walls (2015), Horror,26-Sep-15,2015,Sep,USA,,6.6,95 min,English
Pretty Dead (2013), Drama| Horror,1-Aug-13,2013,Aug,USA,NOT RATED,4.5,77 min,English
Clementina (2017), Drama| Horror,28-Oct-17,2017,Oct,Mexico,,,90 min,Spanish
Pengantin Malam (2014), Horror,19-Jun-14,2014,Jun,Malaysia,,7.7,,Malay
Main Street Meats (2017), Horror,13-Aug-17,2017,Aug,USA,,8.1,110 min,English
Mary Loss of Soul (2014), Horror| Thriller,29-Oct-15,2015,Oct,USA,NOT RATED,4.0,89 min,English
Z-Office (2017), Action| Comedy| Horror,1-Mar-17,2017,Mar,Germany,,5.1,47 min,German
Dead Man Tells His Own Tale (2016), Comedy| Fantasy| Horror,22-Sep-16,2016,Sep,Argentina,,4.4,90 min,Spanish
Curse of the Slasher Nurse (2017), Horror,2017,2017,Jan,USA,,,,English
Kidnapped Souls (2012), Horror,28-Feb-13,2013,Feb,Peru,UNRATED,4.2,86 min,English
Dhilluku Dhuddu (2016), Comedy| Horror,7-Jul-16,2016,Jul,India,,5.3,160 min,Tamil
The Year After Infection (2012), Horror,2012,2012,Jan,USA,,4.6,,English
Oh My Zombie! (2016), Comedy| Horror,5-Nov-16,2016,Nov,Japan,,3.9,90 min,Japanese
Factory of Paranormal (2017), Horror,13-Jul-17,2017,Jul,USA,,,72 min,
Unholy Ground (2016), Horror,14-May-16,2016,May,Germany,,6.2,,German
The Eschatrilogy: Book of the Dead (2012), Fantasy| Horror,19-Feb-14,2014,Feb,Philippines,NOT RATED,5.2,103 min,English
Paranormal Extremes: Text Messages from the Dead (2015), Drama| Horror,1-May-15,2015,May,USA,NOT RATED,2.3,102 min,English
The Halloween Store Zombie Wedding Movie (2016), Comedy| Horror,9-Oct-16,2016,Oct,USA,,5.4,92 min,English
The Big F (2016), Comedy| Horror,31-Aug-16,2016,Aug,USA,,7.2,71 min,English
Shadow Hill (2017), Horror,2017,2017,Jan,USA,,,,English
Vamp Bikers (2013), Action| Horror| Romance,22-Sep-13,2013,Sep,USA,,6.6,98 min,English
The Sins of Dracula (2014), Comedy| Horror,26-Oct-14,2014,Oct,USA,NOT RATED,6.2,81 min,English
Urban Legend (2016), Horror,10-Sep-16,2016,Sep,USA,,,,English
Where the Devil Dwells (2014), Horror| Thriller,12-Apr-16,2016,Apr,USA,,5.4,81 min,English
Five Nights at Freddy's: The Fan Film (2016), Horror,25-Jun-16,2016,Jun,Canada,,7.7,55 min,English
Shadowhunters: Devilspeak (2015), Horror,15-Sep-15,2015,Sep,USA,,8.1,,English
Shotgun Wedding (2013), Comedy| Horror| Romance,2-Apr-13,2013,Apr,USA,UNRATED,5.1,92 min,English
Sheriff Tom Vs. The Zombies (2013), Comedy| Horror,20-Apr-13,2013,Apr,USA,,5.3,93 min,English
Animus: The Tell-Tale Heart (2015), Horror| Thriller,31-Oct-15,2015,Oct,USA,,4.3,95 min,English
Knock Knock (2017), Horror,6-Oct-17,2017,Oct,USA,,,55 min,English
The House that the Devil Built (2017), Horror,27-Oct-17,2017,Oct,USA,,,,English
Witchstalker (2014), Horror,22-Oct-14,2014,Oct,USA,,7.6,,English
Bloody House (2016), Horror,13-May-16,2016,May,China,,4.8,,Mandarin
Threesome (2014), Horror,13-Mar-14,2014,Mar,Thailand,,6.2,,Thai
Coco (2017), Horror,31-May-17,2017,May,Spain,,8.2,98 min,English|Spanish
The Plague (2016), Action| Horror,27-Nov-16,2016,Nov,USA,,7.8,74 min,English
Dry Blood (2017), Horror,23-Apr-17,2017,Apr,UK,,6.9,,English
Harbinger (2015), Fantasy| Horror| Thriller,2015,2015,Jan,USA,,5.1,84 min,English|Spanish
Babaroga (2017), Horror,30-Sep-17,2017,Sep,Australia,,,120 min,English
Amy (2013), Horror,1-Oct-13,2013,Oct,USA,NOT RATED,2.0,94 min,English
Piotrek trzynastego 2: Skórza Twarz (2012), Comedy| Horror,19-Aug-12,2012,Aug,Poland,,4.7,87 min,Polish
Deadtime (2012), Horror| Thriller,11-May-12,2012,May,USA,NOT RATED,2.2,97 min,English
Ninjas vs. Monsters (2012), Action| Comedy| Horror,14-Oct-12,2012,Oct,USA,UNRATED,3.4,,English
Arpat (2015), Drama| Horror,16-Oct-15,2015,Oct,Thailand,,6.9,91 min,Thai
The Zombie Project (2017), Horror,2017,2017,Jan,USA,,,,English
Soul (2013), Drama| Horror| Thriller,30-Aug-13,2013,Aug,Taiwan,,6.4,111 min,Mandarin
La cripta de las condenadas (2012), Horror,5-Oct-12,2012,Oct,Spain,,5.8,,Spanish
The Curse (2017), Horror,27-Apr-17,2017,Apr,Indonesia,,5.5,,Indonesian
Kaptara (2013), Animation| Adventure| Fantasy| Horror,1-Jan-13,2013,Jan,USA,,5.2,94 min,English
Hollywood Warrioress: The Movie (2016), Action| Horror| Sci-Fi,17-May-16,2016,May,USA,,3.8,90 min,English
Possessed (2014), Animation| Comedy| Horror| Thriller,4-Oct-14,2014,Oct,Spain,,6.0,81 min,Spanish
Vault of Terror II: The Undead (2015), Horror,16-May-15,2015,May,USA,,7.7,120 min,English
Don't Go to the Reunion (2013), Horror| Mystery| Thriller,9-Aug-13,2013,Aug,USA,,4.0,75 min,English
Shadows Fall (2016), Drama| Fantasy| Horror| Thriller,1-Sep-16,2016,Sep,Panama,,6.7,91 min,English
The Ferryman (2017), Horror,31-Oct-17,2017,Oct,UK,,,,English
House of Whores 2: The Second Cumming (2016), Horror,1-Jan-16,2016,Jan,USA,,6.5,73 min,English
Run Phee (2015), Comedy| Drama| Horror| Mystery| Romance,3-Dec-15,2015,Dec,Thailand,,6.2,104 min,Thai
I Saw (2017), Horror| Thriller,2017,2017,Jan,USA,,,,English
Serenity Farm (2014), Horror| Thriller,2014,2014,Jan,USA,NOT RATED,3.1,86 min,English
The Inside (2012), Drama| Horror| Thriller,13-Jan-13,2013,Jan,UK,NOT RATED,3.0,93 min,English
Movie Madness (2016), Horror| Thriller,1-Apr-16,2016,Apr,USA,R,5.5,90 min,English
The Lower Angels (2014), Drama| Horror| Thriller,16-Nov-14,2014,Nov,USA,,8.7,95 min,English
Violence of the Mind (2013), Horror| Thriller,21-Jul-13,2013,Jul,USA,,7.1,91 min,English
Bacao (2014), Horror,29-Oct-14,2014,Oct,Philippines,,6.7,85 min,Filipino|Tagalog
Bhaangarh (2014), Horror,5-Sep-14,2014,Sep,India,,6.9,,Hindi
Solomon's Requiem (2004), Horror,16-Oct-17,2017,Oct,USA,,,95 min,
Zombie Hood (2013), Horror,8-Jun-13,2013,Jun,UK,,4.4,90 min,English
Future Punks (2017), Horror,15-Jun-17,2017,Jun,USA,,,,English
Ojos de madera (2017), Horror,26-Oct-17,2017,Oct,Uruguay,,,63 min,Spanish
Unidentified (2013), Comedy| Horror| Sci-Fi,8-Nov-13,2013,Nov,USA,,4.2,90 min,English
The Dulvey Estate: The Final Chapter (2017), Horror,4-Oct-17,2017,Oct,UK,,,,English
Erasmus (2016), Crime| Horror| Thriller,2016,2016,Jan,Spain,,4.2,71 min,English|Spanish
Amethyst (2016), Adventure| Fantasy| Horror,9-Dec-16,2016,Dec,USA,,3.1,70 min,English
The Paranormal Diaries: Clophill (2013), Horror,14-Oct-13,2013,Oct,UK,NOT RATED,3.6,88 min,English
The Black Fables (2015), Action| Fantasy| Horror,1-Jan-15,2015,Jan,Brazil,,6.1,93 min,Portuguese|Portuguese
3 Sisters (2015), Horror| Thriller,1-Jan-15,2015,Jan,UK,,5.5,87 min,English
Fractional (2011), Crime| Horror| Thriller,1-Oct-15,2015,Oct,USA,NOT RATED,4.7,93 min,English
Love Scars (2017), Horror,14-Feb-17,2017,Feb,UK,,4.9,93 min,English
Black Creek (2017), Horror,2017,2017,Jan,USA,,,,English
Feast of Fear (2016), Horror,2016,2016,Jan,USA,,,,English
Another Evil Night (2017), Horror,1-Oct-17,2017,Oct,USA,,,,English
13 Score (2014), Horror,1-Apr-15,2015,Apr,USA,,8.4,75 min,English
Transmutation: Deep Water Horizon (2016), Horror,7-Dec-16,2016,Dec,USA,,,,English
Cellar Secret (2016), Horror| Thriller,4-Dec-16,2016,Dec,USA,,8.6,80 min,English
Kfc (2017), Horror,27-Jan-17,2017,Jan,Vietnam,,5.2,69 min,Vietnamese
Ümmü Sibyan: Zifir (2014), Horror,21-Nov-14,2014,Nov,Turkey,,2.8,,Turkish
Blood and Carpet (2015), Comedy| Horror| Thriller,12-Feb-15,2015,Feb,UK,,6.2,76 min,English
Muska (2014), Drama| Horror| Thriller,25-Jul-14,2014,Jul,Turkey,,3.4,81 min,Turkish
Another Comic Ruse: Motel Sick (2017), Horror,1-Jul-17,2017,Jul,USA,,,,English
Barrio Tales 2 (2016), Comedy| Horror,2016,2016,Jan,USA,,9.2,80 min,English
Violator (2014), Horror| Thriller,8-Jul-15,2015,Jul,USA,,4.9,105 min,Filipino|Tagalog
Tales Written in Blood (2017), Horror| Thriller,8-Sep-17,2017,Sep,Russia,,,,Russian
Omnivores (2013), Horror| Thriller,20-Sep-13,2013,Sep,Spain,,5.7,87 min,Spanish
Survival (2013), Action| Horror,13-Apr-13,2013,Apr,Germany,,3.4,101 min,English
Pregnant (2015), Drama| Horror| Thriller,31-Aug-15,2015,Aug,UK,,5.0,90 min,English
Alienween (2016), Horror,6-May-16,2016,May,Italy,,5.1,90 min,English
Vacant House (2016), Drama| Horror| Thriller,2016,2016,Jan,USA,,3.4,84 min,English
Genesis (2016), Horror| Sci-Fi,13-May-16,2016,May,France,,3.7,,English
Sonyeo (2013), Drama| Horror,7-Nov-13,2013,Nov,South Korea,,6.3,110 min,Korean
Exeter (2014), Horror,15-Jun-14,2014,Jun,USA,,5.7,,English
KL24: Zombies (2017), Action| Comedy| Horror,8-Jan-17,2017,Jan,Malaysia,,5.0,77 min,English|Malay
Like Lambs (2016), Action| Horror| Thriller,2017,2017,Jan,USA,,8.5,85 min,English
Edward Lee's the Bighead (2013), Horror,22-Sep-13,2013,Sep,USA,UNRATED,6.2,,English
Amor tóxico (2015), Drama| Horror| Romance| Thriller,9-Nov-15,2015,Nov,Spain,,4.0,113 min,Spanish
Behind the Door (2014), Horror| Mystery| Thriller,25-Nov-14,2014,Nov,USA,R,5.9,,English
Stop Bullying Me! (2017), Horror,2017,2017,Jan,USA,,,,English
3:33 a.m. (2015), Comedy| Horror,22-Jun-15,2015,Jun,USA,NOT RATED,3.2,139 min,English
10 Seconds to Run (2016), Action| Horror| Thriller,2016,2016,Jan,USA,,5.5,50 min,
Azazil: Dügüm (2014), Horror,29-Aug-14,2014,Aug,Turkey,,3.3,87 min,Turkish
